GeneID,gene,index
56984,PSMG2,7083
56992,KIF15,4501
56993,TOMM22,9203
56994,CHPT1,1576
56995,TULP4,9437
56998,CTNNBIP1,2026
57001,SDHAF3,7911
57007,ACKR3,83
57017,COQ9,1860
57018,CCNL1,1245
57019,CIAPIN1,1617
57020,VPS35L,9744
57026,PDXP,6415
57030,SLC17A7,8160
57037,ANKMY2,410
57038,RARS2,7327
57045,TWSG1,9447
57050,UTP3,9669
57057,TBX20,8894
57062,DDX24,2222
57082,KNL1,4603
57085,AGTRAP,257
57096,RPGRIP1,7624
57104,PNPLA2,6726
57107,PDSS2,6412
57109,REXO4,7445
57111,RAB25,7216
57113,TRPC7,9362
57115,PGLYRP4,6485
57117,INTS12,4232
57118,CAMK1D,1094
57120,GOPC,3489
57122,NUP107,6075
57124,CD248,1296
57126,CD177,1278
57128,LYRM4,4942
57129,MRPL47,5383
57132,CHMP1B,1561
57134,MAN1C1,4988
57142,RTN4,7764
57144,PAK5,6253
57148,RALGAPB,7292
57152,SLURP1,8290
57153,SLC44A2,8240
57154,SMURF1,8344
57158,JPH2,4363
57161,PELI2,6427
57162,PELI1,6426
57167,SALL4,7820
57171,DOLPP1,2417
57172,CAMK1G,1095
57175,CORO1B,1863
57176,VARS2,9688
57178,ZMIZ1,9968
57180,ACTR3B,132
57181,SLC39A10,8226
57186,RALGAPA2,7291
57187,THOC2,9015
57188,ADAMTSL3,169
57190,SELENON,7947
57191,VN1R1,9729
57198,ATP8B2,756
57215,THAP11,9005
57216,VANGL2,9685
57222,ERGIC1,2775
57223,PPP4R3B,6901
57226,LYRM2,4941
57325,KAT14,4376
57332,CBX8,1183
57335,ZNF286A,10043
57337,SENP7,7972
57343,ZNF304,10047
57379,AICDA,271
57396,CLK4,1702
57402,S100A14,7798
57403,RAB22A,7213
57405,SPC25,8462
57406,ABHD6,43
57407,NMRAL1,5888
57409,MIF4GD,5246
57410,SCYL1,7897
57446,NDRG3,5700
57447,NDRG2,5699
57449,PLEKHG5,6660
57452,GALNT16,3257
57455,REXO1,7443
57459,GATAD2B,3287
57461,ISY1,4296
57464,STRIP2,8684
57468,SLC12A5,8148
57472,CNOT6,1762
57474,ZNF490,10111
57486,NLN,5865
57488,ESYT2,2804
57491,AHRR,267
57492,ARID1B,589
57493,HEG1,3762
57494,RIMKLB,7520
57498,KIDINS220,4496
57502,NLGN4X,5863
57504,MTA3,5455
57505,AARS2,12
57506,MAVS,5071
57508,INTS2,4234
57509,MTUS1,5497
57510,XPO5,9862
57511,COG6,1788
57514,ARHGAP31,555
57520,HECW2,3761
57521,RPTOR,7727
57522,SRGAP1,8542
57530,CGN,1524
57531,HACE1,3692
57532,NUFIP2,6071
57534,MIB1,5226
57539,WDR35,9794
57540,DISP3,2311
57541,ZNF398,10075
57544,TXNDC16,9455
57545,CC2D2A,1185
57546,PDP2,6404
57547,ZNF624,10161
57551,TAOK1,8851
57552,NCEH1,5666
57555,NLGN2,5861
57556,SEMA6A,7963
57560,IFT80,4087
57561,ARRDC3,619
57572,DOCK6,2410
57573,ZNF471,10104
57576,KIF17,4503
57580,PREX1,6937
57584,ARHGAP21,548
57585,CRAMP1,1917
57592,ZNF687,10184
57599,WDR48,9797
57600,FNIP2,3115
57606,SLAIN2,8139
57610,RANBP10,7301
57617,VPS18,9734
57619,SHROOM3,8092
57620,STIM2,8654
57622,LRFN1,4862
57630,SH3RF1,8078
57642,COL20A1,1801
57644,MYH7B,5550
57646,USP28,9643
57649,PHF12,6504
57658,CALCOCO1,1080
57662,CAMSAP3,1108
57665,RDH14,7408
57669,EPB41L5,2728
57670,KIAA1549,4493
57674,RNF213,7574
57677,ZFP14,9937
57678,GPAM,3505
57679,ALS2,365
57689,LRRC4C,4879
57693,ZNF317,10049
57695,USP37,9647
57697,FANCM,2926
57698,SHTN1,8093
57703,CWC22,2065
57704,GBA2,3291
57706,DENND1A,2256
57708,MIER1,5244
57711,ZNF529,10122
57715,SEMA4G,7962
57718,PPP4R4,6902
57719,ANO8,423
57721,METTL14,5190
57727,NCOA5,5681
57728,WDR19,9790
57731,SPTBN4,8522
57732,ZFYVE28,9952
57758,SCUBE2,7895
57761,TRIB3,9302
57763,ANKRA2,411
57787,MARK4,5055
57794,SUGP1,8721
57799,RAB40C,7242
57804,POLD4,6744
57805,CCAR2,1187
57817,HAMP,3699
57819,LSM2,4899
57821,CCDC181,1191
57826,RAP2C,7314
57829,ZP4,10239
57863,CADM3,1077
58155,PTBP2,7092
58157,NGB,5821
58158,NEUROD4,5788
58190,CTDSP1,2017
58191,CXCL16,2076
58472,SQOR,8530
58476,TP53INP2,9231
58477,SRPRB,8557
58480,RHOU,7511
58484,NLRC4,5867
58485,TRAPPC1,9274
58487,CREBZF,1931
58488,PCTP,6348
58490,RPRD1B,7687
58491,ZNF71,10198
58492,ZNF77,10215
58493,INIP,4209
58494,JAM2,4354
58497,PRUNE1,7022
58498,MYL7,5563
58499,ZNF462,10101
58500,ZNF250,10027
58504,ARHGAP22,549
58505,OSTC,6187
58506,SCAF1,7848
58508,KMT2C,4598
58509,CACTIN,1073
58512,DLGAP3,2322
58513,EPS15L1,2757
58515,SELENOK,7946
58517,RBM25,7372
58525,WIZ,9818
58526,MID1IP1,5239
58528,RRAGD,7732
58529,MYOZ1,5588
58533,SNX6,8406
58985,IL22RA1,4158
59269,HIVEP3,3812
59271,EVA1C,2823
59272,ACE2,75
59277,NTN4,6040
59284,CACNG7,1072
59285,CACNG6,1071
59286,UBL5,9524
59307,SIGIRR,8097
59338,PLEKHA1,6656
59339,PLEKHA2,6657
59340,HRH4,3937
59341,TRPV4,9369
59342,SCPEP1,7892
59343,SENP2,7968
59345,GNB4,3448
59348,ZNF350,10064
59350,RXFP1,7783
60312,AFAP1,226
60401,EDA2R,2551
60412,EXOC4,2837
60436,TGIF2,8996
60468,BACH2,823
60481,ELOVL5,2674
60482,SLC5A7,8252
60485,SAV1,7843
60488,MRPS35,5418
60489,APOBEC3G,494
60490,PPCDC,6822
60491,NIF3L1,5835
60496,AASDHPPT,14
60528,ELAC2,2653
60558,GUF1,3670
60559,SPCS3,8465
60560,NAA35,5608
60561,RINT1,7525
60592,SCOC,7890
60625,DHX35,2295
60626,RIC8A,7514
60673,ATG101,670
60676,PAPPA2,6268
60678,EEFSEC,2575
60681,FKBP10,3067
60682,SMAP1,8300
60684,TRAPPC11,9276
63035,BCORL1,886
63826,SRR,8559
63827,BCAN,857
63875,MRPL17,5356
63876,PKNOX2,6616
63891,RNF123,7552
63894,VIPAS39,9720
63898,SH2D4A,8067
63908,NAPB,5639
63915,BLOC1S5,927
63916,ELMO2,2664
63917,GALNT11,3252
63922,CHTF18,1612
63924,CIDEC,1622
63925,ZNF335,10058
63928,CHP2,1573
63931,MRPS14,5398
63933,MCUR1,5123
63943,FKBPL,3078
63967,CLSPN,1714
63970,TP53AIP1,9227
63971,KIF13A,4498
63973,NEUROG2,5789
63976,PRDM16,6919
63978,PRDM14,6918
64061,TSPYL2,9395
64064,OXCT2,6199
64065,PERP,6436
64072,CDH23,1385
64077,LHPP,4772
64083,GOLPH3,3486
64087,MCCC2,5100
64090,GAL3ST2,3243
64096,GFRA4,3348
64098,PARVG,6294
64101,LRRC4,4876
64105,CENPK,1459
64106,NPFFR1,5948
64108,RTP4,7769
64109,CRLF2,1945
64112,MOAP1,5307
64114,TMBIM1,9090
64116,SLC39A8,8235
64121,RRAGC,7731
64127,NOD2,5902
64130,LIN7B,4804
64131,XYLT1,9875
64137,ABCG4,39
64145,RBSN,7390
64146,PDF,6380
64151,NCAPG,5660
64170,CARD9,1136
64172,OSGEPL1,6183
64174,DPEP2,2423
64207,IRF2BPL,4272
64210,MMS19,5300
64215,DNAJC1,2372
64216,TFB2M,8971
64218,SEMA4A,7958
64219,PJA1,6602
64220,STRA6,8677
64221,ROBO3,7598
64223,MLST8,5271
64231,MS4A6A,5429
64236,PDLIM2,6399
64241,ABCG8,40
64283,ARHGEF28,580
64284,RAB17,7208
64285,RHBDF1,7493
64318,NOC3L,5898
64320,RNF25,7578
64321,SOX17,8433
64327,LMBR1,4818
64328,XPO4,9861
64332,NFKBIZ,5813
64333,ARHGAP9,565
64343,AZI2,784
64344,HIF3A,3800
64374,SIL1,8105
64375,IKZF4,4117
64377,CHST8,1609
64386,MMP25,5294
64388,GREM2,3565
64399,HHIP,3793
64400,AKTIP,314
64403,CDH24,1386
64407,RGS18,7476
64410,KLHL25,4572
64411,ARAP3,523
64419,MTMR14,5478
64421,DCLRE1C,2182
64422,ATG3,676
64425,POLR1E,6762
64426,SUDS3,8719
64431,ACTR6,135
64432,MRPS25,5410
64434,NOM1,5914
64446,DNAI2,2359
64506,CPEB1,1893
64581,CLEC7A,1687
64599,GIGYF1,3368
64601,VPS16,9733
64682,ANAPC1,389
64689,GORASP1,3491
64708,COPS7B,1849
64710,NUCKS1,6054
64714,PDIA2,6390
64718,UNKL,9595
64744,SMAP2,8301
64746,ACBD3,72
64748,PLPPR2,6686
64750,SMURF2,8345
64753,CCDC136,1190
64754,SMYD3,8348
64756,ATPAF1,758
64759,TNS3,9194
64761,PARP12,6284
64764,CREB3L2,1926
64766,S100PBP,7808
64768,IPPK,4257
64769,MEAF6,5135
64772,ENGASE,2702
64780,MICAL1,5229
64781,CERK,1494
64783,RBM15,7365
64784,CRTC3,1956
64785,GINS3,3373
64786,TBC1D15,8871
64787,EPS8L2,2758
64788,LMF1,4821
64794,DDX31,2225
64798,DEPTOR,2265
64802,NMNAT1,5885
64805,P2RY12,6213
64806,IL25,4163
64834,ELOVL1,2670
64837,KLC2,4553
64840,PORCN,6803
64841,GNPNAT1,3471
64843,ISL2,4292
64852,TUT1,9439
64856,VWA1,9766
64857,PLEKHG2,6659
64859,NABP1,5613
64864,RFX7,7460
64866,CDCP1,1375
64895,PAPOLG,6266
64900,LPIN3,4857
64902,AGXT2,259
64919,BCL11B,871
64924,SLC30A5,8207
64926,RASAL3,7334
64928,MRPL14,5353
64946,CENPH,1457
64949,MRPS26,5411
64951,MRPS24,5409
64960,MRPS15,5399
64963,MRPS11,5396
64965,MRPS9,5422
64968,MRPS6,5420
64969,MRPS5,5419
64975,MRPL41,5379
64976,MRPL40,5378
64978,MRPL38,5375
64979,MRPL36,5373
64981,MRPL34,5371
64983,MRPL32,5369
65003,MRPL11,5350
65005,MRPL9,5394
65008,MRPL1,5348
65010,SLC26A6,8192
65018,PINK1,6579
65055,REEP1,7415
65059,RAPH1,7321
65078,RTN4R,7766
65082,VPS33A,9741
65083,NOL6,5909
65109,UPF3B,9599
65110,UPF3A,9598
65123,INTS3,4235
65125,WNK1,9820
65217,PCDH15,6321
65220,NADK,5619
65243,ZFP69B,9944
65251,ZNF649,10167
65264,UBE2Z,9515
65266,WNK4,9823
65267,WNK3,9822
65268,WNK2,9821
65985,AACS,6
65988,ZNF747,10211
65992,DDRGK1,2212
65993,MRPS34,5417
66005,CHID1,1553
66008,TRAK2,9272
66036,MTMR9,5485
66037,BOLL,954
78988,MRPL57,5392
78989,COLEC11,1825
78991,PCYOX1L,6349
78992,YIPF2,9887
78996,CYREN,2138
78999,LRFN4,4864
79001,VKORC1,9724
79003,MIS12,5251
79004,CUEDC2,2055
79009,DDX50,2235
79017,GGCT,3352
79019,CENPM,1461
79023,NUP37,6084
79026,AHNAK,265
79027,ZNF655,10169
79031,PDCL3,6363
79035,NABP2,5614
79039,DDX54,2238
79042,TSEN34,9377
79047,KCTD15,4460
79048,SECISBP2,7940
79050,NOC4L,5899
79053,ALG8,345
79054,TRPM8,9365
79065,ATG9A,683
79068,FTO,3169
79071,ELOVL6,2675
79074,C2orf49,1025
79075,DSCC1,2461
79077,DCTPP1,2196
79080,CCDC86,1197
79083,MLPH,5270
79084,WDR77,9802
79087,ALG12,339
79088,ZNF426,10083
79090,TRAPPC6A,9285
79092,CARD14,1133
79101,TAF1D,8830
79109,MAPKAP1,5043
79132,DHX58,2298
79133,NDUFAF5,5721
79135,APOO,504
79139,DERL1,2266
79143,MBOAT7,5086
79145,CHCHD7,1536
79147,FKRP,3079
79152,FA2H,2882
79155,TNIP2,9171
79158,GNPTAB,3472
79159,NOL12,5907
79171,RBM42,7378
79172,CENPO,1463
79174,CRELD2,1933
79175,ZNF343,10063
79178,THTPA,9025
79180,EFHD2,2579
79184,BRCC3,966
79188,TMEM43,9117
79192,IRX1,4284
79228,THOC6,9018
79230,ZNF557,10131
79269,DCAF10,2168
79365,BHLHE41,907
79366,HMGN5,3854
79369,B3GNT4,801
79370,BCL2L14,878
79400,NOX5,5936
79414,LRFN3,4863
79441,HAUS3,3712
79443,FYCO1,3191
79444,BIRC7,918
79465,ULBP3,9577
79568,MAIP1,4977
79571,GCC1,3303
79576,NKAP,5848
79577,CDC73,1370
79582,SPAG16,8448
79583,TMEM231,9114
79586,CHPF,1574
79587,CARS2,1140
79589,RNF128,7554
79590,MRPL24,5364
79594,MUL1,5512
79595,SAP130,7824
79598,CEP97,1491
79600,TCTN1,8925
79602,ADIPOR2,205
79603,CERS4,1497
79611,ACSS3,114
79612,NAA16,5604
79621,RNASEH2B,7543
79623,GALNT14,3255
79633,FAT4,2940
79643,CHMP6,1568
79644,SRD5A3,8537
79647,AKIRIN1,299
79648,MCPH1,5118
79651,RHBDF2,7494
79654,HECTD3,3759
79658,ARHGAP10,542
79661,NEIL1,5761
79664,ICE2,4028
79671,NLRX1,5874
79677,SMC6,8321
79679,VTCN1,9762
79682,CENPU,1468
79685,SAP30L,7829
79691,QTRT2,7196
79693,YRDC,9897
79694,MANEA,4992
79695,GALNT12,3253
79697,RIOX1,7527
79706,PRKRIP1,6976
79707,NOL9,5912
79709,COLGALT1,1827
79711,IPO4,4251
79716,NPEPL1,5946
79717,PPCS,6823
79718,TBL1XR1,8885
79720,VPS37B,9747
79723,SUV39H2,8748
79727,LIN28A,4798
79728,PALB2,6255
79731,NARS2,5644
79733,E2F8,2527
79736,TEFM,8945
79744,ZNF419,10080
79753,SNIP1,8368
79759,ZNF668,10175
79760,GEMIN7,3335
79767,ELMO3,2665
79768,KATNBL1,4388
79778,MICALL2,5231
79788,ZNF665,10174
79791,FBXO31,2972
79796,ALG9,346
79799,UGT2A3,9567
79800,CARF,1137
79803,HPS6,3929
79809,TTC21B,9400
79811,SLTM,8288
79813,EHMT1,2602
79814,AGMAT,238
79816,TLE6,9072
79818,ZNF552,10127
79822,ARHGAP28,552
79823,CAMKMT,1104
79831,KDM8,4480
79833,GEMIN6,3334
79834,PEAK1,6421
79837,PIP4K2C,6583
79840,NHEJ1,5828
79848,CSPP1,1996
79861,TUBAL3,9415
79862,ZNF669,10176
79865,TREML2,9295
79867,TCTN2,8926
79868,ALG13,340
79869,CPSF7,1908
79871,RPAP2,7619
79872,CBLL1,1170
79876,UBA5,9479
79884,MAP9,5026
79885,HDAC11,3744
79888,LPCAT1,4850
79891,ZNF671,10178
79892,MCMBP,5117
79895,ATP8B4,757
79897,RPP21,7681
79898,ZNF613,10154
79901,CYBRD1,2098
79902,NUP85,6091
79913,ACTR5,134
79915,ATAD5,659
79918,SETD6,8008
79921,TCEAL4,8906
79922,MRM1,5345
79923,NANOG,5631
79932,KIAA0319L,4491
79934,COQ8B,1859
79943,ZNF696,10189
79944,L2HGDH,4672
79948,PLPPR3,6687
79954,NOL10,5905
79955,PDZD7,6418
79958,DENND1C,2258
79959,CEP76,1488
79960,JADE1,4346
79966,SCD5,7863
79971,WLS,9819
79973,ZNF442,10092
79980,DSN1,2467
79981,FRMD1,3156
79991,STN1,8671
79993,ELOVL7,2676
80004,ESRP2,2798
80005,DOCK5,2409
80010,RMI1,7537
80012,PHC3,6498
80017,DGLUCY,2278
80018,NAA25,5606
80020,FOXRED2,3145
80025,PANK2,6260
80031,SEMA6D,7964
80032,ZNF556,10130
80055,PGAP1,6473
80059,LRRTM4,4889
80063,ATF7IP2,668
80067,DCAF17,2173
80095,ZNF606,10151
80097,MZT2B,5600
80108,ZFP2,9938
80110,ZNF614,10155
80119,PIF1,6537
80124,VCPIP1,9701
80131,LRRC8E,4884
80135,RPF1,7622
80139,ZNF703,10194
80142,PTGES2,7109
80143,SIKE1,8104
80144,FRAS1,3150
80145,THOC7,9019
80146,UXS1,9674
80150,ASRGL1,652
80152,CENPT,1467
80153,EDC3,2554
80155,NAA15,5603
80173,IFT74,4086
80174,DBF4B,2160
80176,SPSB1,8517
80184,CEP290,1480
80196,RNF34,7581
80198,MUS81,5513
80199,FUZ,3183
80201,HKDC1,3817
80204,FBXO11,2963
80205,CHD9,1543
80208,SPG11,8470
80218,NAA50,5610
80222,TARS2,8858
80223,RAB11FIP1,7200
80224,NUBPL,6052
80227,PAAF1,6227
80228,ORAI2,6164
80230,RUFY1,7772
80232,WDR26,9791
80233,FAAP100,2884
80237,ELL3,2662
80263,TRIM45,9327
80264,ZNF430,10084
80267,EDEM3,2557
80271,ITPKC,4335
80273,GRPEL1,3604
80298,MTERF2,5461
80306,MED28,5159
80308,FLAD1,3081
80309,SPHKAP,8474
80310,PDGFD,6384
80312,TET1,8958
80314,EPC1,2729
80317,ZKSCAN3,9961
80318,GKAP1,3386
80321,CEP70,1486
80324,PUS1,7172
80325,ABTB1,56
80328,ULBP2,9576
80329,ULBP1,9575
80331,DNAJC5,2380
80333,KCNIP4,4425
80335,WDR82,9803
80339,PNPLA3,6727
80342,TRAF3IP3,9266
80344,DCAF11,2169
80346,REEP4,7418
80351,TNKS2,9175
80380,PDCD1LG2,6356
80714,PBX4,6314
80724,ACAD10,61
80725,SRCIN1,8535
80728,ARHGAP39,558
80740,LY6G6C,4927
80746,TSEN2,9376
80755,AARSD1,13
80762,NDFIP1,5696
80764,THAP7,9006
80776,B9D2,817
80777,CYB5B,2092
80778,ZNF34,10062
80781,COL18A1,1798
80789,INTS5,4237
80790,CMIP,1727
80818,ZNF436,10088
80821,DDHD1,2204
80824,DUSP16,2486
80834,TAS1R2,8860
80835,TAS1R1,8859
80852,GRIP2,3587
80854,SETD7,8009
80856,LNPK,4835
80895,ILKAP,4189
80896,NPL,5955
81027,TUBB1,9417
81029,WNT5B,9834
81030,ZBP1,9910
81035,COLEC12,1826
81285,OR51E2,6159
81488,POLR2M,6776
81490,PTDSS2,7098
81493,SYNC,8771
81494,CFHR5,1515
81502,HM13,3839
81532,MOB2,5310
81537,SGPP1,8056
81542,TMX1,9133
81544,GDPD5,3330
81545,FBXO38,2973
81551,STMN4,8670
81555,YIPF5,9890
81559,TRIM11,9305
81562,LMAN2L,4817
81565,NDEL1,5695
81567,TXNDC5,9457
81572,PDRG1,6408
81579,PLA2G12A,6622
81603,TRIM8,9339
81607,NECTIN4,5752
81608,FIP1L1,3063
81609,SNX27,8402
81610,FAM83D,2913
81611,ANP32E,427
81614,NIPA2,5842
81617,CAB39L,1045
81619,TSPAN14,9390
81620,CDT1,1431
81622,UNC93B1,9593
81631,MAP1LC3B,4998
81669,CCNL2,1246
81671,VMP1,9728
81689,ISCA1,4286
81691,REXO5,7446
81693,AMN,378
81704,DOCK8,2412
81706,PPP1R14C,6860
81786,TRIM7,9336
81792,ADAMTS12,160
81793,TLR10,9080
81839,VANGL1,9684
81844,TRIM56,9330
81846,SBF2,7846
81847,RNF146,7563
81848,SPRY4,8516
81849,ST6GALNAC5,8618
81856,ZNF611,10153
81857,MED25,5156
81858,SHARPIN,8080
81873,ARPC5L,614
81875,ISG20L2,4290
81876,RAB1B,7211
81887,LAS1L,4701
81889,FAHD1,2899
81890,QTRT1,7195
81892,SLIRP,8278
81894,SLC25A28,8186
81929,SEH1L,7942
81930,KIF18A,4504
83394,PITPNM3,6595
83401,ELOVL3,2672
83439,TCF7L1,8918
83440,ADPGK,213
83442,SH3BGRL3,8068
83443,SF3B5,8024
83444,INO80B,4210
83447,SLC25A31,8188
83452,RAB33B,7226
83460,EMC6,2687
83464,APH1B,479
83473,KATNAL2,4386
83478,ARHGAP24,550
83481,EPPK1,2755
83540,NUF2,6069
83541,FAM110A,2901
83547,RILP,7518
83548,COG3,1785
83549,UCK1,9544
83593,RASSF5,7347
83594,NUDT12,6057
83605,CCM2,1227
83637,ZMIZ2,9969
83639,TEX101,8960
83650,SLC35G5,8223
83657,DYNLRB2,2510
83658,DYNLRB1,2509
83660,TLN2,9078
83666,PARP9,6289
83667,SESN2,8002
83695,RHNO1,7496
83700,JAM3,4355
83706,FERMT3,3014
83729,INHBE,4208
83732,RIOK1,7526
83734,ATG10,669
83741,TFAP2D,8968
83743,GRWD1,3608
83744,ZNF484,10109
83746,L3MBTL2,4674
83752,LONP2,4838
83756,TAS1R3,8861
83758,RBP5,7386
83759,RBM4B,7380
83844,USP26,9642
83850,ESYT3,2805
83852,SETDB2,8011
83853,ROPN1L,7604
83860,TAF3,8832
83871,RAB34,7227
83874,TBC1D10A,8870
83879,CDCA7,1373
83892,KCTD10,4458
83903,HASPIN,3708
83930,STARD3NL,8637
83931,STK40,8668
83932,SPRTN,8512
83933,HDAC10,3743
83939,EIF2A,2607
83940,TATDN1,8866
83985,SPNS1,8490
83987,CCDC8,1196
83988,NCALD,5655
83990,BRIP1,975
83992,CTTNBP2,2050
84002,B3GNT5,802
84033,OBSCN,6112
84056,KATNAL1,4385
84057,MND1,5304
84061,MAGT1,4976
84062,DTNBP1,2474
84063,KIRREL2,4544
84066,TEX35,8963
84072,HORMAD1,3893
84073,MYCBPAP,5535
84076,TKTL2,9067
84079,ANKRD27,414
84100,ARL6,602
84101,USP44,9650
84108,PCGF6,6332
84109,QRFPR,7192
84124,ZNF394,10073
84126,ATRIP,761
84128,WDR75,9801
84131,CEP78,1489
84133,ZNRF3,10236
84134,TOMM40L,9206
84135,UTP15,9664
84140,FAM161A,2907
84141,EVA1A,2822
84142,ABRAXAS1,53
84144,SYDE2,8764
84148,KAT8,4383
84152,PPP1R1B,6867
84153,RNASEH2C,7544
84154,RPF2,7623
84159,ARID5B,593
84163,GTF2IRD2,3649
84166,NLRC5,5868
84168,ANTXR1,429
84171,LOXL4,4843
84172,POLR1B,6760
84174,SLA2,8138
84186,ZCCHC7,9925
84188,FAR1,2927
84196,USP48,9652
84197,POMK,6792
84206,MEX3B,5192
84230,LRRC8C,4882
84231,TRAF7,9269
84232,MAF1,4961
84236,RHBDD1,7492
84245,MRI1,5344
84246,MED10,5139
84248,FYTTD1,3193
84250,SLF1,8277
84251,SGIP1,8049
84254,CAMKK1,1102
84258,SYT3,8793
84265,POLR3GL,6784
84266,ALKBH7,353
84268,RPAIN,7617
84271,POLDIP3,6745
84272,YIPF4,9889
84273,NOA1,5895
84274,COQ5,1856
84276,NICN1,5832
84282,RNF135,7557
84284,NTPCR,6043
84289,ING5,4203
84290,CAPNS2,1125
84292,WDR83,9804
84294,UTP23,9667
84296,GINS4,3374
84299,MIEN1,5243
84300,UQCC2,9607
84305,PYM1,7186
84306,PDCD2L,6357
84309,NUDT16L1,6060
84311,MRPL45,5382
84312,BRMS1L,979
84313,VPS25,9735
84316,NAA38,5609
84320,ACBD6,73
84321,THOC3,9016
84324,SARNP,7834
84329,HVCN1,4011
84333,PCGF5,6331
84335,AKT1S1,311
84340,GFM2,3343
84342,COG8,1790
84343,HPS3,3926
84364,ARFGAP2,531
84365,NIFK,5836
84376,HOOK3,3891
84419,C15orf48,1014
84433,CARD11,1132
84440,RAB11FIP4,7203
84441,MAML2,4983
84444,DOT1L,2420
84445,LZTS2,4946
84446,BRSK1,983
84447,SYVN1,8802
84448,ABLIM2,49
84449,ZNF333,10056
84464,SLX4,8291
84466,MEGF10,5172
84467,FBN3,2951
84498,FAM120B,2904
84501,SPIRE2,8488
84515,MCM8,5116
84516,DCTN5,2194
84524,ZC3H8,9923
84525,HOPX,3892
84527,ZNF559,10132
84530,SRRM4,8562
84532,ACSS1,112
84545,MRPL43,5381
84547,PGBD1,6476
84549,MAK16,4978
84552,PARD6G,6278
84557,MAP1LC3A,4997
84570,COL25A1,1803
84572,GNPTG,3473
84612,PARD6B,6277
84617,TUBB6,9423
84618,NT5C1A,6029
84619,ZGPAT,9955
84620,ST6GAL2,8613
84623,KIRREL3,4545
84628,NTNG2,6042
84634,KISS1R,4547
84639,IL1F10,4145
84643,KIF2B,4520
84647,PLA2G12B,6623
84648,LCE3D,4725
84649,DGAT2,2274
84660,CCDC62,1195
84661,DPY30,2439
84665,MYPN,5591
84667,HES7,3778
84674,CARD6,1134
84676,TRIM63,9333
84678,KDM2B,4471
84687,PPP1R9B,6876
84693,MCEE,5101
84695,LOXL3,4842
84699,CREB3L3,1927
84700,MYO18B,5571
84701,COX4I2,1876
84705,GTPBP3,3660
84706,GPT2,3553
84707,BEX2,900
84708,LNX1,4836
84720,PIGO,6548
84722,PSRC1,7087
84733,CBX2,1177
84735,CNDP1,1740
84747,UNC119B,9584
84749,USP30,9645
84752,B3GNT9,805
84759,PCGF1,6328
84766,CRACR2A,1915
84775,ZNF607,10152
84779,NAA11,5602
84790,TUBA1C,9411
84792,FAM220A,2911
84803,GPAT3,3506
84811,BUD13,1009
84812,PLCD4,6645
84816,RTN4IP1,7765
84817,TXNDC17,9456
84818,IL17RC,4136
84823,LMNB2,4825
84838,ZNF496,10113
84839,RAX2,7348
84844,PHF5A,6510
84859,LRCH3,4860
84861,KLHL22,4570
84867,PTPN5,7143
84868,HAVCR2,3719
84869,CBR4,1174
84874,ZNF514,10116
84879,MFSD2A,5206
84881,RPUSD4,7728
84883,AIFM2,274
84888,SPPL2A,8499
84890,ADO,209
84892,POMGNT2,6791
84893,FBH1,2942
84894,LINGO1,4807
84895,MIGA2,5248
84901,NFATC2IP,5797
84902,CEP89,1490
84909,AOPEP,440
84911,ZNF382,10069
84912,SLC35B4,8219
84914,ZNF587,10142
84916,UTP4,9670
84919,PPP1R15B,6863
84920,ALG10,336
84922,FIZ1,3065
84924,ZNF566,10136
84930,MASTL,5061
84932,RAB2B,7221
84937,ZNRF1,10234
84938,ATG4C,679
84944,MAEL,4959
84946,LTV1,4919
84950,PRPF38A,7003
84951,TNS4,9195
84952,CGNL1,1525
84957,RELT,7428
84958,SYTL1,8799
84961,FBXL20,2957
84962,AJUBA,281
84967,LSM10,4895
84969,TOX2,9224
84971,ATG4D,680
84976,DISP1,2310
84986,ARHGAP19,547
84987,COX14,1868
84991,RBM17,7367
84992,PIGY,6558
85007,PHYKPL,6523
85021,REPS1,7432
85302,FBF1,2941
85313,PPIL4,6839
85315,PAQR8,6273
85320,ABCC11,27
85360,SYDE1,8763
85363,TRIM5,9328
85365,ALG2,342
85366,MYLK2,5567
85369,STRIP1,8683
85377,MICALL1,5230
85378,TUBGCP6,9433
85397,RGS8,7487
85403,EAF1,2529
85407,NKD1,5849
85409,NKD2,5850
85415,RHPN2,7513
85417,CCNB3,1234
85437,ZCRB1,9927
85438,CABS1,1048
85439,STON2,8676
85440,DOCK7,2411
85441,HELZ2,3767
85456,TNKS1BP1,9174
85459,CEP295,1481
85461,TANC1,8849
85464,SSH2,8584
85465,SELENOI,7945
85476,GFM1,3342
85480,TSLP,9384
85509,MBD3L1,5076
85865,GTPBP10,3659
87178,PNPT1,6730
88745,RRP36,7745
89122,TRIM4,9325
89780,WNT3A,9831
89781,HPS4,3927
89796,NAV1,5650
89801,PPP1R3F,6872
89846,FGD3,3024
89849,ATG16L2,675
89853,MVB12B,5517
89869,PLCZ1,6650
89872,AQP10,512
89874,SLC25A21,8181
89884,LHX4,4776
89941,RHOT2,7510
89953,KLC4,4555
90007,MIDN,5240
90025,UBE3D,9517
90070,LACRT,4675
90075,ZNF30,10044
90135,BTBD6,993
90161,HS6ST2,3946
90196,SYS1,8787
90231,KIAA2013,4495
90233,ZNF551,10126
90249,UNC5A,9590
90316,TGIF2LX,8997
90317,ZNF616,10157
90333,ZNF468,10103
90338,ZNF160,9991
